id,tx_name,rx_name,freq,tx_lat,tx_lng,rx_lat,rx_lng,distance,ssn,year,month,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,143,81,4,8,4,4,4,9,16,22,28,34,36,37,38,37,38,37,38,38,38,39,40,30,26,18,14
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,140,81,7,12,9,7,8,11,13,21,28,34,40,43,43,44,44,43,43,43,43,43,37,30,26,22,16
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,142,81,10,16,13,12,15,19,25,30,36,38,39,39,38,39,39,39,39,39,39,39,41,38,29,25,19
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,137,82,1,26,23,22,23,27,29,33,39,41,41,38,34,25,31,35,32,99,23,99,99,99,42,35,30
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,124,82,4,17,13,12,13,16,20,28,28,36,39,40,40,41,40,40,40,39,39,40,42,34,30,25,19
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,115,82,7,13,12,9,10,12,18,22,28,34,40,43,44,45,44,45,44,44,43,42,39,32,28,23,17
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,96,82,10,19,17,16,18,22,28,30,35,40,38,39,38,38,38,38,38,38,38,38,39,38,32,28,23
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,93,83,1,25,22,20,21,23,24,32,37,39,40,31,24,23,24,25,24,24,24,23,23,22,41,33,27
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,82,83,4,19,15,14,16,18,23,27,32,36,39,38,40,38,39,38,38,38,38,37,38,35,30,29,22
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,66,83,7,17,16,15,15,17,20,25,30,35,39,42,42,43,43,43,42,41,43,41,38,34,31,26,21
4,SANWA,AKITA,5,36.11N,139.51E,39.44N,140.08E,396,68,83,10,24,22,22,24,26,29,33,39,39,39,39,38,36,35,29,32,28,34,29,27,41,35,30,27
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,106,70,1,1,-3,-5,-3,2,7,24,35,36,36,37,36,36,36,36,35,35,35,35,35,34,34,30,2
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,107,70,4,-3,-4,-5,-3,-2,2,9,26,31,34,34,33,33,33,32,32,33,32,32,31,29,24,9,3
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,103,70,7,-3,-4,99,99,-4,-1,5,13,31,37,40,40,40,41,41,40,40,40,39,35,27,18,3,0
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,93,70,10,8,3,4,4,12,17,25,38,40,41,40,40,41,41,40,40,39,39,39,37,36,28,19,12
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,79,71,1,19,15,15,13,18,24,31,40,43,43,42,43,43,41,41,41,40,40,40,39,40,45,36,27
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,70,71,4,8,7,6,8,12,21,28,33,36,37,36,37,37,35,36,35,34,34,33,31,29,23,15,11
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,65,71,7,11,6,7,5,5,8,14,24,34,38,40,40,40,41,41,41,41,41,40,35,32,29,19,14
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,66,71,10,5,1,3,6,11,16,24,30,33,34,34,35,36,36,36,36,36,35,35,33,29,24,23,8
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,71,72,1,9,3,3,3,7,12,21,31,33,34,36,35,36,37,36,35,34,34,33,31,31,28,19,11
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,73,72,4,99,99,99,99,1,6,13,21,31,39,39,40,39,39,36,37,37,37,35,33,29,18,11,5
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,68,72,7,3,99,99,99,2,7,11,17,24,34,39,39,40,41,40,40,40,39,38,31,23,19,14,9
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,61,72,10,6,4,3,5,8,17,23,29,33,34,33,34,33,32,34,34,34,33,33,31,28,19,15,10
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,51,73,1,7,99,99,4,7,3,19,23,35,35,38,37,37,38,38,37,37,36,36,36,36,36,18,14
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,43,73,4,3,99,99,99,4,8,11,12,31,35,36,36,37,35,37,37,37,37,35,33,25,19,9,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,38,73,7,7,6,6,5,7,9,15,20,28,35,38,38,38,38,39,39,39,39,38,32,26,21,17,11
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,33,73,10,16,14,12,14,19,25,31,37,39,39,39,39,39,39,40,39,39,39,38,38,36,29,23,19
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,33,74,1,26,22,19,23,26,29,35,40,41,41,41,41,42,42,43,42,42,41,42,40,41,39,36,30
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,34,74,4,9,8,7,9,15,16,22,30,37,39,40,41,42,41,42,41,41,41,41,39,31,27,20,15
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,34,74,7,5,0,-1,99,3,9,12,19,28,35,39,39,40,40,40,40,39,39,38,41,22,17,11,8
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,30,74,10,7,5,5,7,11,17,23,33,36,38,37,37,37,37,38,38,37,36,36,36,32,21,17,9
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,23,75,1,13,11,9,10,14,21,26,37,40,41,42,41,42,42,42,41,41,41,40,39,39,37,28,19
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,19,75,4,15,13,13,14,17,21,26,32,37,41,41,42,41,41,42,41,41,40,40,39,36,31,23,19
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,75,7,15,12,11,12,16,18,27,32,37,41,43,43,42,42,43,42,42,41,41,37,33,29,23,18
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,75,10,7,5,6,9,13,20,31,35,38,40,41,41,41,39,39,39,38,39,38,37,31,26,13,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,76,1,11,11,9,15,16,21,25,34,37,38,39,40,41,41,40,41,41,41,40,38,36,36,25,21
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,13,76,4,7,8,8,9,12,17,23,28,34,39,39,41,41,39,37,39,37,37,35,35,29,23,18,12
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,13,76,7,17,15,14,14,17,19,25,32,36,39,46,47,47,48,47,48,48,46,43,36,35,31,26,21
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,14,76,10,14,12,13,17,21,25,31,33,35,37,37,37,36,35,37,36,35,36,35,36,32,27,23,16
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,17,77,1,14,9,10,11,16,20,28,35,37,36,35,36,35,34,35,34,35,33,33,33,31,27,22,16
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,22,77,4,1,0,99,99,2,6,13,20,25,31,31,31,31,32,31,33,31,33,31,28,21,16,11,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,29,77,7,1,-1,99,99,-1,1,7,16,19,28,34,36,36,36,36,36,36,35,32,26,19,15,11,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,46,77,10,7,3,1,3,7,17,22,28,32,32,32,33,33,33,32,33,32,32,33,31,26,21,17,11
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,106,70,1,26,24,23,23,28,28,30,33,32,35,35,33,27,25,23,23,25,20,18,18,18,32,30,30
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,107,70,4,13,13,10,12,14,18,23,26,30,34,32,30,28,28,28,27,38,38,35,37,30,28,22,18
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,103,70,7,19,18,17,19,19,22,27,35,38,42,44,44,43,42,43,46,45,45,45,42,36,31,26,21
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,93,70,10,24,22,22,24,27,33,32,35,37,36,34,35,33,30,32,36,35,34,33,31,32,30,33,28
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,79,71,1,28,23,23,25,28,30,32,34,36,34,23,23,23,25,20,26,26,25,25,24,23,32,30,33
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,70,71,4,19,15,15,15,18,24,30,30,36,36,38,38,38,38,34,40,40,40,38,38,31,34,29,22
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,65,71,7,21,18,18,19,19,25,30,34,40,42,44,45,47,46,46,46,45,45,42,37,36,34,30,26
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,66,71,10,20,19,18,20,23,28,29,33,33,33,31,33,33,31,29,35,33,34,34,30,31,38,30,23
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,71,72,1,25,23,22,22,24,23,26,32,31,29,27,25,27,26,24,27,29,28,29,27,24,33,28,28
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,73,72,4,18,16,15,17,17,22,28,31,34,37,35,35,36,34,34,40,38,39,38,38,30,32,26,22
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,68,72,7,18,16,15,17,17,21,26,34,36,39,41,41,42,42,41,42,40,40,38,35,35,31,25,21
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,61,72,10,20,19,19,20,24,29,30,34,36,36,35,36,33,33,34,36,33,33,30,30,34,31,30,24
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,51,73,1,33,31,31,31,34,33,36,41,41,33,32,33,33,33,33,37,33,31,30,30,29,40,37,36
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,43,73,4,25,23,22,24,26,31,36,38,41,42,42,42,42,41,41,41,41,40,33,37,38,38,34,30
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,38,73,7,28,26,25,26,28,31,37,41,44,46,47,47,47,47,47,47,45,44,42,41,42,40,35,31
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,33,73,10,29,27,26,28,31,33,38,39,39,37,36,36,37,33,33,37,37,34,37,33,37,34,35,31
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,33,74,1,38,38,39,39,41,40,38,40,35,34,33,33,31,33,34,36,36,37,33,33,30,41,40,40
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,34,74,4,27,25,24,25,27,30,35,36,42,43,42,43,43,42,40,40,40,39,36,38,38,36,35,30
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,34,74,7,22,20,18,18,21,25,29,32,38,41,42,42,42,42,43,43,42,42,41,38,36,33,29,25
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,30,74,10,24,24,24,24,29,31,34,37,39,38,36,37,35,35,35,37,37,37,33,32,37,34,32,28
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,23,75,1,23,21,20,20,22,24,27,30,27,23,23,28,29,28,28,28,25,23,23,19,18,31,27,26
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,19,75,4,23,20,20,22,24,28,30,34,37,40,39,38,38,32,28,34,34,34,31,30,36,34,33,26
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,15,75,7,26,23,24,23,25,28,33,36,41,45,45,45,46,44,43,45,43,45,43,41,40,36,33,29
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,15,75,10,26,24,24,26,28,32,35,38,37,33,33,28,26,26,27,35,33,33,33,28,36,33,30,30
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,15,76,1,28,26,26,26,26,27,31,33,27,24,23,23,22,24,21,25,25,28,26,21,22,34,34,31
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,13,76,4,28,26,24,25,27,32,34,38,42,44,42,40,40,40,35,40,40,42,36,38,40,38,36,30
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,13,76,7,25,24,22,24,25,28,33,37,41,43,46,46,46,45,45,46,45,42,42,40,39,36,33,28
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,14,76,10,18,16,17,19,21,24,26,29,30,25,29,27,26,22,22,27,28,30,25,23,30,28,25,22
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,17,77,1,19,16,18,18,18,19,22,23,23,19,18,16,15,14,15,18,18,18,16,15,13,24,23,19
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,22,77,4,16,14,13,13,18,22,28,30,33,35,33,35,33,32,31,33,33,34,30,32,32,28,27,20
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,29,77,7,15,13,12,12,15,20,26,30,35,38,39,40,38,39,38,39,37,35,33,32,33,31,23,18
6,KOGANEI,AKITA,5,35.41N,139.31E,39.44N,140.08E,454,46,77,10,15,12,13,14,18,23,28,32,34,31,31,30,26,25,28,32,31,34,32,28,32,27,26,19
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,164,80,1,99,99,99,99,99,99,99,29,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,163,80,2,99,99,99,99,99,99,99,27,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,150,80,10,99,99,99,99,99,99,99,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,148,80,11,99,99,99,99,99,99,99,28,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,153,80,7,36,36,34,28,15,11,8,5,0,-5,-7,-8,-8,-7,-3,0,6,9,15,26,34,36,36,36
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,150,80,10,41,42,43,42,41,38,29,11,7,3,0,3,4,7,13,26,34,38,39,41,41,42,43,42
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,140,81,1,36,36,34,36,35,33,34,29,7,-10,-11,-14,-12,-5,5,22,33,34,35,36,36,36,36,36
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,143,81,4,34,35,34,33,29,16,6,-1,-11,-17,-20,-23,-21,-17,-9,-1,4,15,31,34,36,36,35,36
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,140,81,7,36,36,34,29,14,8,4,-2,-5,-10,-12,-11,-12,-12,-9,-4,2,7,12,26,33,35,36,36
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,142,81,10,38,39,38,39,38,33,18,5,-4,-10,-11,-11,-10,-2,5,16,32,36,36,37,36,37,38,38
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,137,82,1,39,39,37,36,36,33,37,35,11,-2,-10,-8,-7,-2,8,29,36,39,41,40,40,40,40,40
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,124,82,4,41,41,41,40,35,26,21,10,7,1,-5,-7,-5,-1,4,8,15,28,38,41,42,41,41,41
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,115,82,7,49,49,47,38,29,16,11,5,2,-4,-6,-2,-4,-1,4,7,12,15,26,36,46,48,49,49
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,96,82,10,44,44,44,43,40,39,26,16,7,5,4,4,6,7,17,28,38,41,42,43,44,44,43,44
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,93,83,1,42,38,38,37,34,29,38,36,10,-3,-9,-11,-10,-3,11,34,40,40,42,40,41,40,40,40
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,82,83,4,42,40,37,38,37,26,20,18,9,3,1,0,2,6,11,17,25,34,40,44,44,43,43,41
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,66,83,7,38,38,36,25,16,11,9,6,4,2,-4,-6,-5,-2,2,5,9,14,19,29,39,39,39,38
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,68,83,10,38,37,37,37,34,29,21,14,12,9,7,7,9,11,15,21,34,37,37,38,39,39,38,38
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,60,84,1,30,30,24,22,21,18,24,27,11,2,-3,-4,-5,-3,9,26,32,31,32,28,29,30,30,30
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,50,84,4,36,36,35,34,30,23,17,13,8,3,1,-3,-3,1,6,13,19,28,35,36,38,38,36,36
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,44,84,7,38,35,34,24,16,13,10,9,5,3,1,0,-1,1,2,5,8,12,19,29,35,36,36,38
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,29,84,10,21,23,22,20,17,20,19,14,8,3,2,1,4,8,13,19,24,27,28,27,23,21,23,23
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,21,85,1,30,30,22,20,14,13,22,27,14,2,-5,-9,-5,1,14,24,30,27,25,23,25,27,29,31
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,18,85,4,25,24,23,21,24,23,21,18,11,8,6,7,8,10,13,18,22,27,31,32,33,34,29,27
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,17,85,7,35,32,30,26,20,16,13,10,8,4,1,0,0,0,5,8,11,17,24,30,35,35,35,35
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,17,85,10,31,32,32,29,23,27,25,17,14,10,9,10,13,15,18,26,31,32,34,35,32,32,32,32
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,153,80,7,44,43,41,40,37,31,26,20,17,14,12,12,12,14,16,19,24,31,37,40,43,44,44,43
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,150,80,10,44,43,43,41,37,40,39,33,25,21,20,19,20,23,31,37,40,44,44,44,44,44,44,43
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,137,82,1,21,19,16,14,12,7,19,34,25,16,11,7,10,16,22,30,34,36,37,34,27,22,24,22
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,124,82,4,40,40,39,37,38,37,31,24,19,16,14,12,11,15,19,24,31,38,41,42,43,42,41,41
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,115,82,7,52,51,48,45,42,36,27,24,22,18,16,16,18,18,23,26,30,38,45,47,52,54,53,52
